,paper,github_link
780,Assessing Speaker Interpolation in Neural Text-to-Speech,
781,Cinematic-L1 video stabilization with a log-homography model,
782,Error-driven pruning of language models for virtual assistants,
783,Sapaugment: Learning a sample adaptive policy for data augmentation,
784,Knowledge transfer for efficient on-device false trigger mitigation,
785,Multimodal punctuation prediction with contextual dropout,
786,Progressive voice trigger detection: Accuracy vs latency,
787,Generating natural questions from images for multimodal assistants,
788,Interaction is necessary for distributed learning with privacy or communication constraints,
789,Optimal data detection and signal estimation in systems with input noise,
790,Video frame interpolation via structure motion based iterative feature fusion,
791,An Eight-Element 140-GHz Wafer-Scale IF Beamforming Phased-Array Receiver With 64-QAM Operation in CMOS RFSOI,
792,Subjective and objective quality assessment of 2D and 3D foveated video compression in virtual reality,
793,SEP-28K: A dataset for stuttering event detection from podcasts with people who stutter,
794,On the generalization of learning-based 3d reconstruction,
795,On the role of visual cues in audiovisual speech enhancement,
796,QuiCK: A Queuing System in CloudKit,
797,FoundationDB: A Distributed Unbundled Transactional Key Value Store,
798,A Comparison of Question Rewriting Methods for Conversational Passage Retrieval,
799,Predicting User Engagement Status for Online Evaluation of Intelligent Assistants,
800,Neural Feature Selection for Learning to Rank,
801,Streaming models for joint speech recognition and translation,
802,Non-autoregressive text generation with pre-trained language models,
803,A new view of multi-modal language analysis: Audio and video features as text “Styles”,
804,1st International Workshop on Data Assessment and Readiness for AI,
805,Wideband and Low-Profile Integrated Dual-Circularly-Polarized Transmit-Arrays Enabled by Antenna-Filter-Antenna Phase Shifting Cells,
806,A 16-Gb/s -11.6-dBm OMA Sensitivity 0.7-pJ/bit Optical Receiver in 65-nm CMOS Enabled by Duobinary Sampling,
807,Multimodal Embeddings from Language Models for Emotion Recognition in the Wild,
808,A Probabilistic Compute Fabric Based on Coupled Ring Oscillators for Solving Combinatorial Optimization Problems,
809,Quantizer design to exploit common information in layered and scalable coding,
810,Robust multiple regression,
811,Energy-Conscientious Trajectory Planning for an Autonomous Mobile Robot in an Asymmetric Task Space,
812,Prism: Proxies without the pain,
813,Learning to Rank Intents in Voice Assistants,
814,Screenomics: A Framework to Capture and Analyze Personal Life Experiences and the Ways that Technology Shapes Them,
815,Smartwatch inertial sensors continuously monitor real-world motor fluctuations in Parkinson's disease,
816,"Theory, Design, and Verification of Dual-Circularly Polarized Dual-Beam Arrays with Independent Control of Polarization: A Generalization of Sequential Rotation Arrays",
817,A simultaneous bidirectional single-ended coaxial link with 24-Gb/s forward and 312.5-Mb/s back channels,
818,Detection of the Crab Nebula with the 9.7 m prototype Schwarzschild-Couder telescope,
819,Type size code for compressing erdos-rényi graphs,
820,On the Non-idealities of a Capacitive Link for Wireless Power Transfer to Biomedical Implants,
821,"Laminated Glass-Based, Compact Inline Stepped-Impedance Resonator Bandpass Filters for 5G New Radio Modules",
822,Group Velocity Estimation and Defect Localization in Magneto-Inductive Waveguides,
823,An Ultra-Low-Power Image Signal Processor for Hierarchical Image Recognition with Deep Neural Networks,
824,Deep Depth from Uncalibrated Small Motion Clip,
825,A Quantitative Study of DDoS and E-DDoS Attacks on WiFi Smart Home Devices,
826,When can accessibility help?: An exploration of accessibility feature recommendation on mobile devices,
827,Who's Debugging the Debuggers? Exposing Debug Information Bugs in Optimized Binaries,
828,Automatically Authoring Regression Tests for Machine-Learning Based Systems,
829,A 1.2-A Dual-Output SC DC-DC Regulator with Continuous Gate-Drive Modulation Achieving ≤0.01-mV/mA Cross Regulation,
830,Octave-Tuning Dual-Core Folded VCO Leveraging a Triple-Mode Switch-Less Tertiary Magnetic Loop,
831,Manhattan Room Layout Reconstruction from a Single 360 ∘ Image: A Comparative Study of State-of-the-Art Methods,
832,Site-Specific Online Compressive Beam Codebook Learning in mmWave Vehicular Communication,
833,Screen Recognition: Creating Accessibility Metadata for Mobile Applications from Pixels,
834,Extracurricular learning: Knowledge transfer beyond empirical distribution,
835,On Energy Efficient Uplink Multi-User MIMO with Shared LNA Control,
836,Deep Regionlets: Blended Representation and Deep Learning for Generic Object Detection,
837,A High-Power Broadband Multi-Primary DAT-Based Doherty Power Amplifier for mm-Wave 5G Applications,
838,A 0.58-mm22.76-Gb/s 79.8-pJ/b 256-QAM Message-Passing Detector for a 128 × 32 Massive MIMO Uplink System,
839,Distributed Spectrum Sharing for Enterprise Powerline Communication Networks,
840,A 36-Channel Auto-Calibrated Front-End ASIC for a pMUT-Based Miniaturized 3-D Ultrasound System,
841,Home use of a percutaneous wireless intracortical brain-computer interface by individuals with tetraplegia,
842,Self-sensing of oscillation in parametrically-resonant MEMS mirrors with uncertain nonlinear dynamics,
843,Targeting Paretic Propulsion and Walking Speed With a Soft Robotic Exosuit: A Consideration-of-Concept Trial,
844,Statistical query algorithms for mean vector estimation and stochastic convex optimization,
845,Jones matrix holography with metasurfaces,
846,A Broadband Linear Ultra-Compact mm-Wave Power Amplifier with Distributed-Balun Output Network: Analysis and Design,
847,A 2 Time-Interleaved 28-GS/s 8-Bit 0.03-mm2Switched-Capacitor DAC in 16-nm FinFET CMOS,
848,Automated rating of patient and physician emotion in primary care visits,
849,Question Rewriting for Conversational Question Answering,
850,Elucidating the Role of Topological Constraint on the Structure of Overstretched DNA Using Fluorescence Polarization Microscopy,
851,What Do You See?: Evaluation of Explainable Artificial Intelligence (XAI) Interpretability through Neural Backdoors,
852,Effects of acid leaching treatment of soda-lime silicate glass on crack initiation and fracture,
853,Effects of screen-responsive visualization on data comprehension,
854,Subblock-Based Motion Derivation and Inter Prediction Refinement in the Versatile Video Coding Standard,
855,A compact dual-band triple-mode antenna with pattern and polarization diversities enabled by shielded mushroom structures,
856,Geometry of turbulent dissipation and the Navier–Stokes regularity problem,
